"IATACode","country","fullName","latitude","longitude","airportName","units","source"
"UBJ","Japan","Yamaguchi Ube","33.93","131.28","Yamaguchi [UBJ]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"UDI","Brazil","Uberlandia","-18.88","-48.23","Uberlandia [UDI]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"UDR","India","Udaipur","24.62","73.91","Udaipur [UDR]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"UEL","Mozambique","Quelimane","-17.86","36.87","Quelimane [UEL]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"UEO","Japan","Kumejima","26.36","126.71","Kumejima [UEO]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"UET","Pakistan","Quetta","30.25","66.94","Quetta [UET]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"UFA","Russia","Ufa","54.56","55.87","Ufa [UFA]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"UGN","United States","Waukegan Regional","42.42","-87.87","Chicago [UGN]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"UGO","Angola","Uige","-7.6","15.03","Uige [UGO]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"UIB","Colombia","El Carano","5.69","-76.64","Quibdo [UIB]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"UIO","Ecuador","Mariscal Sucre International","-0.14","-78.49","Quito [UIO]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"UIP","France","Pluguffan","47.97","-4.17","Quimper [UIP]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"UKB","Japan","Kobe International","34.68","135.2","Kobe [UKB]","degrees N and E","amee/defra 2008"
"ULA","Argentina","San Julian","-49.31","-67.8","San Julian [ULA]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"ULC","Chile","Los Cerrillos","-33.49","-70.7","Santiago [ULC]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"ULD","South Africa","Prince Mangosuthu Buthelezi","-28.32","31.42","Ulundi [ULD]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"ULN","Mongolia","Buyant Ukhaa","47.84","106.77","Ulan Bator [ULN]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"ULQ","Colombia","Farfan","4.09","-76.24","Tulua [ULQ]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"UME","Sweden","Umea","63.79","20.28","Umea [UME]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"UMR","Australia","Woomera","-31.14","136.82","Woomera [UMR]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"UND","Afghanistan","Kunduz","36.67","68.91","Kunduz [UND]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"UNK","United States","Unalakleet","63.89","-160.8","Unalakleet [UNK]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"UPG","Indonesia","Hasanuddin","-5.06","119.55","Ujung Pandang [UPG]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"UPN","Mexico","Licenciado Y Gen Ignacio Lopez Rayon","19.4","-102.04","Uruapan [UPN]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"UPP","United States","Upolu","20.27","-155.86","Opolu [UPP]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"URA","Kazakhstan","Uralsk","51.15","51.55","Uralsk [URA]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"URC","China","Diwopu","43.91","87.47","Urumqi [URC]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"URG","Brazil","Rubem Berta","-29.78","-57.04","Uruguaiana [URG]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"URO","France","Vallee De Seine","49.38","1.17","Rouen [URO]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"URY","Saudi Arabia","Guriat","31.41","37.28","Guriat [URY]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"USH","Argentina","Ushuaia Malvinas Argentinas","-54.84","-68.3","Ushuaia [USH]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"USN","South Korea","Ulsan","35.59","129.35","Ulsan [USN]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"UTA","Zimbabwe","Mutare Grand Reef","-18.98","32.45","Mutare [UTA]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"UTC","Netherlands","Soesterberg","52.13","5.28","Soesterberg [UTC]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"UTH","Thailand","Udon Thani","17.39","102.79","Udon Thani [UTH]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"UTN","South Africa","Upington","-28.4","21.26","Upington [UTN]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"UTO","United States","Indian Mountain Lrrs","65.99","-153.7","Indian Mountains [UTO]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"UTP","Thailand","U Taphao International","12.68","101.01","Rayong [UTP]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"UTT","South Africa","Umtata","-31.55","28.67","Umtata [UTT]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"UTW","South Africa","Queenstown","-31.92","26.88","Queenstown [UTW]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"UUD","Russia","Mukhino","51.81","107.44","Ulan-Ude [UUD]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"UUS","Russia","Khomutovo","46.89","142.72","Yuzhno-Sakhalinsk [UUS]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"UVE","New Caledonia","Ouvea Ouloup","-20.64","166.57","Ouvea [UVE]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"UVF","Saint Lucia Island","Hewanorra International","13.73","-60.95","Hewandorra [UVF]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"UYL","Sudan","Nyala","12.05","24.96","Nyala [UYL]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"VAA","Finland","Vaasa","63.05","21.76","Vaasa [VAA]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"VAD","United States","Moody Air Force Base","30.97","-83.19","Valdosta [VAD]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"VAF","France","Chabeuil","44.92","4.97","Valence [VAF]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"VAG","Brazil","Major Brigadeiro Trompowsky","-21.59","-45.47","Varginha [VAG]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"VAN","Turkey","Van","38.47","43.33","Van [VAN]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"VAR","Bulgaria","Varna","43.23","27.83","Varna [VAR]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"VAS","Turkey","Sivas","39.81","36.9","Sivas [VAS]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"VAV","Tonga","Vavau International","-18.59","-173.96","Vava'u [VAV]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"VBG","United States","Vandenberg Air Force Base","34.73","-120.58","Lompoc [VBG]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"VBS","Italy","Montichiari","45.43","10.33","Montichiari [VBS]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"VBY","Sweden","Visby","57.66","18.35","Visby [VBY]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"VCE","Italy","Venezia Tessera","45.51","12.35","Venice [VCE]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"VCP","Brazil","Viracopos","-23.01","-47.13","Campinas [VCP]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"VCV","United States","Southern California Logistics","34.59","-117.38","Victorville [VCV]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"VDA","Israel","Ovda","29.94","34.94","Ovda [VDA]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"VDB","Norway","Fagernes Leirin","61.01","9.29","Fagernes [VDB]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"VDE","Canary Islands","Hierro","27.81","-17.89","Hierro [VDE]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"VDM","Argentina","Gobernador Castello","-40.87","-63","Viedma [VDM]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"VDP","Venezuela","Valle De La Pascua","9.22","-65.99","Valle De La Pascua [VDP]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"VDR","Argentina","Villa Dolores","-31.94","-65.14","Villa Dolores [VDR]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"VDZ","United States","Valdez Pioneer Field","61.13","-146.25","Valdez [VDZ]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"VER","Mexico","General Heriberto Jara International","19.15","-96.19","Vera Cruz [VER]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"VEY","Iceland","Vestmannaeyjar","63.42","-20.28","Vestmannaeyjar [VEY]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"VFA","Zimbabwe","Victoria Falls International","-18.1","25.84","Victoria Falls [VFA]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"VGA","India","Vijayawada","16.53","80.8","Vijayawada [VGA]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"VGO","Spain","Vigo","42.23","-8.63","Vigo [VGO]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"VHC","Angola","Saurimo","-9.69","20.43","Saurimo [VHC]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"VHM","Sweden","Vilhelmina","64.58","16.83","Vilhelmina [VHM]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"VHY","France","Charmeil","46.17","3.4","Vichy [VHY]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"VIC","Italy","Vicenza","45.57","11.53","Vicenza [VIC]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"VIE","Austria","Schwechat","48.11","16.57","Vienna [VIE]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"VIR","South Africa","Virginia","-29.77","31.06","Durban [VIR]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"VIT","Spain","Vitoria","42.88","-2.72","Vitoria [VIT]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"VIX","Brazil","Goiabeiras","-20.26","-40.29","Vitoria [VIX]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"VIY","South Africa","Bisho","-32.9","27.28","Bisho [VIY]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"VKO","Russia","Vnukovo","55.59","37.26","Moscow [VKO]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"VLC","Spain","Valencia","39.49","-0.48","Valencia [VLC]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"VLG","Argentina","Villa Gesell","-37.24","-57.03","Villa Gesell [VLG]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"VLI","Vanuatu","Port Vila Bauerfield","-17.7","168.32","Port-Vila [VLI]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"VLL","Spain","Valladolid","41.71","-4.85","Valladolid [VLL]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"VLN","Venezuela","Arturo Michelena International","10.16","-67.93","Valencia [VLN]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"VLV","Venezuela","Dr Antonio Nicolas Briceno","9.34","-70.58","Valera [VLV]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"VNE","France","Meucon","47.72","-2.72","Vannes [VNE]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"VNO","Lithuania","Vilnius","58.63","25.29","Vilnius [VNO]","degrees N and E","amee/defra 2008"
"VNS","India","Varanasi","25.45","82.86","Varanasi [VNS]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"VNX","Mozambique","Vilankulo","-22.02","35.31","Vilankulu [VNX]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"VNY","United States","Van Nuys","34.21","-118.49","Los Angeles [VNY]","degrees N and E","http://www.convertunits.com/distance/airport/"
"VOG","Russia","Gumrak","48.78","44.34","Volgograd [VOG]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"VOH","Madagascar","Vohimarina","-13.38","50","Vohemar [VOH]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"VOL","Greece","Nea Anchialos","39.22","22.79","Nea Anghialos [VOL]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"VOZ","Russia","Chertovitskoye","51.81","39.23","Voronezh [VOZ]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"VPS","United States","Eglin Air Force Base","30.48","-86.53","Valparaiso [VPS]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"VRA","Cuba","Juan Gualberto Gomez International","23.03","-81.44","Varadero [VRA]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"VRB","United States","Vero Beach Municipal","27.66","-80.42","Vero Beach [VRB]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"VRK","Finland","Varkaus","62.17","27.87","Varkaus [VRK]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"VRL","Portugal","Vila Real","41.27","-7.72","Vila Real [VRL]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"VRN","Italy","Verona/Villafranca","45.4","10.89","Verona [VRN]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"VRU","South Africa","Vryburg","-26.98","24.73","Vryburg [VRU]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"VSA","Mexico","C P A Carlos Rovirosa International","18","-92.82","Villahermosa [VSA]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"VST","Sweden","Vasteras","59.59","16.63","Vasteras [VST]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"VTB","Belarus","Vitebsk","55.17","30.13","Vitebsk [VTB]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"VTE","Laos","Wattay International","17.99","102.56","Vientiane [VTE]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"VTU","Cuba","Hermanos Ameijeiras","20.99","-76.94","Las Tunas [VTU]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"VUP","Colombia","Alfonso Lopez Pumarejo","10.44","-73.25","Valledupar [VUP]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"VVC","Colombia","Vanguardia","4.17","-73.61","Villavicencio [VVC]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"VVI","Bolivia","Viru Viru International","-17.64","-63.14","Santa Cruz [VVI]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"VVO","Russia","Knevichi","43.4","132.15","Vladivostok [VVO]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"VVZ","Algeria","Illizi","26.57","8.48","Illizi [VVZ]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"VXC","Mozambique","Lichinga","-13.27","35.27","Lichinga [VXC]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"VXE","Cape Verde Islands","Sao Pedro","16.83","-25.06","Sao Vicente Island [VXE]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"VXO","Sweden","Kronoberg","56.93","14.73","Vaxjo [VXO]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"VYD","South Africa","Vryheid","-27.79","30.8","Vryheid [VYD]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"WAG","New Zealand","Wanganui","-39.96","175.03","Wanganui [WAG]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"WAI","Madagascar","Antsohihy Ambalabe","-14.9","47.99","Antsohihy [WAI]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"WAL","United States","Wallops Flight Facility","37.94","-75.47","Wallops Island [WAL]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"WAP","Chile","Alto Palena","-43.62","-71.81","Alto Palena [WAP]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"WAT","Ireland","Waterford","52.19","-7.09","Waterford [WAT]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
"WAW","Poland","Okecie","52.17","20.97","Warsaw [WAW]","degrees N and E","http://www.partow.net/miscellaneous/airportdatabase/"
