manufacturer,model,description,transmission,engineCapacity,fuelType,kgCO2PerKm,source,algorithm
VAUXHALL,Corsa MY2006,"1.3CDTi 16v 5 Door Hatchback with 16""/17"" tyre",M5,1248,Diesel,0.124,http://www.vcacarfueldata.org.uk/downloads/latest.asp 24 February 2006,1.15*value*user_distance_km
VAUXHALL,Corsa MY2006,1.0i 12v 3 Door Hatchback,MTA5,998,Petrol,0.125,http://www.vcacarfueldata.org.uk/downloads/latest.asp 24 February 2006,1.15*value*user_distance_km
VAUXHALL,Corsa MY2006,1.0i 12v 3 Door Hatchback,M5,998,Petrol,0.127,http://www.vcacarfueldata.org.uk/downloads/latest.asp 24 February 2006,1.15*value*user_distance_km
VAUXHALL,Corsa MY2006,1.0i 12v 5 Door Hatchback,MTA5,998,Petrol,0.125,http://www.vcacarfueldata.org.uk/downloads/latest.asp 24 February 2006,1.15*value*user_distance_km
VAUXHALL,Corsa MY2006,1.0i 12v 5 Door Hatchback,M5,998,Petrol,0.127,http://www.vcacarfueldata.org.uk/downloads/latest.asp 24 February 2006,1.15*value*user_distance_km
VAUXHALL,Corsa MY2006,1.0i 12v ECO 3 Door Hatchback,MTA5,998,Petrol,0.115,http://www.vcacarfueldata.org.uk/downloads/latest.asp 24 February 2006,1.15*value*user_distance_km
VAUXHALL,Corsa MY2006,1.0i 12v ECO 5 Door Hatchback,MTA5,998,Petrol,0.115,http://www.vcacarfueldata.org.uk/downloads/latest.asp 24 February 2006,1.15*value*user_distance_km
VAUXHALL,Corsa MY2006,1.2i 16v 3 Door Hatchback,MTA5,1229,Petrol,0.127,http://www.vcacarfueldata.org.uk/downloads/latest.asp 24 February 2006,1.15*value*user_distance_km
VAUXHALL,Corsa MY2006,"1.2i 16v 3 Door Hatchback with 13""/14""/15"" tyre",M5,1229,Petrol,0.139,http://www.vcacarfueldata.org.uk/downloads/latest.asp 24 February 2006,1.15*value*user_distance_km
VAUXHALL,Corsa MY2006,"1.2i 16v 3 Door Hatchback with 16""/17"" tyre",M5,1229,Petrol,0.144,http://www.vcacarfueldata.org.uk/downloads/latest.asp 24 February 2006,1.15*value*user_distance_km
VAUXHALL,Corsa MY2006,1.2i 16v 5 Door Hatchback,MTA5,1229,Petrol,0.127,http://www.vcacarfueldata.org.uk/downloads/latest.asp 24 February 2006,1.15*value*user_distance_km
VAUXHALL,Corsa MY2006,"1.2i 16v 5 Door Hatchback with 13""/14""/15"" tyre",M5,1229,Petrol,0.139,http://www.vcacarfueldata.org.uk/downloads/latest.asp 24 February 2006,1.15*value*user_distance_km
VAUXHALL,Corsa MY2006,"1.2i 16v 5 Door Hatchback with 16""/17"" tyre",M5,1229,Petrol,0.144,http://www.vcacarfueldata.org.uk/downloads/latest.asp 24 February 2006,1.15*value*user_distance_km
VAUXHALL,Corsa MY2006,1.4i 16v 3 Door Hatchback,M5,1364,Petrol,0.146,http://www.vcacarfueldata.org.uk/downloads/latest.asp 24 February 2006,1.15*value*user_distance_km
VAUXHALL,Corsa MY2006,"1.4i 16v 3 Door Hatchback with 14""/15"" tyre",A4,1389,Petrol,0.180,http://www.vcacarfueldata.org.uk/downloads/latest.asp 24 February 2006,1.15*value*user_distance_km
VAUXHALL,Corsa MY2006,"1.4i 16v 3 Door Hatchback with 16"" tyre",A4,1389,Petrol,0.185,http://www.vcacarfueldata.org.uk/downloads/latest.asp 24 February 2006,1.15*value*user_distance_km
VAUXHALL,Corsa MY2006,1.4i 16v 3 Door Hatchback,M5,1364,Petrol,0.142,http://www.vcacarfueldata.org.uk/downloads/latest.asp 24 February 2006,1.15*value*user_distance_km
VAUXHALL,Corsa MY2006,1.4i 16v 5 Door Hatchback,M5,1364,Petrol,0.142,http://www.vcacarfueldata.org.uk/downloads/latest.asp 24 February 2006,1.15*value*user_distance_km
VAUXHALL,Corsa MY2006,1.4i 16v 5 Door Hatchback,M5,1364,Petrol,0.146,http://www.vcacarfueldata.org.uk/downloads/latest.asp 24 February 2006,1.15*value*user_distance_km
VAUXHALL,Corsa MY2006,"1.4i 16v 5 Door Hatchback with 14""/15 tyre",A4,1389,Petrol,0.180,http://www.vcacarfueldata.org.uk/downloads/latest.asp 24 February 2006,1.15*value*user_distance_km
VAUXHALL,Corsa MY2006,"1.8i 16v 3 Door Hatchback with 14""/15"" tyre",M5,1796,Petrol,0.179,http://www.vcacarfueldata.org.uk/downloads/latest.asp 24 February 2006,1.15*value*user_distance_km
VAUXHALL,Corsa MY2006,"1.8i 16v 3 Door Hatchback with 16""/17"" tyre",M5,1796,Petrol,0.185,http://www.vcacarfueldata.org.uk/downloads/latest.asp 24 February 2006,1.15*value*user_distance_km
VAUXHALL,Corsa MY2006,"1.8i 16v 5 Door Hatchback with 14""/15"" tyre",M5,1796,Petrol,0.179,http://www.vcacarfueldata.org.uk/downloads/latest.asp 24 February 2006,1.15*value*user_distance_km
VAUXHALL,Corsa MY2006,"1.8i 16v 5 Door Hatchback with 16""/17"" tyre",M5,1796,Petrol,0.185,http://www.vcacarfueldata.org.uk/downloads/latest.asp 24 February 2006,1.15*value*user_distance_km
VAUXHALL,Corsa MY2007 3 Door Hatchback,1.3CDTi 75PS with particulate trap,M5,1248,Diesel,0.124,http://www.vcacarfueldata.org.uk/downloads/latest.asp 27 March 2007,1.15*value*user_distance_km
VAUXHALL,Corsa MY2007 3 Door Hatchback,1.3CDTi 75PS without particulate trap,M5,1248,Diesel,0.124,http://www.vcacarfueldata.org.uk/downloads/latest.asp 27 March 2007,1.15*value*user_distance_km
VAUXHALL,Corsa MY2007 3 Door Hatchback,1.3CDTi (75PS) without particulate trap from VIN W0L0SDL0874308790,M5,1248,Diesel,0.119,http://www.vcacarfueldata.org.uk/downloads/latest.asp 10 May 2007,1.15*value*user_distance_km
VAUXHALL,Corsa MY2007 3 Door Hatchback,1.3CDTi (75PS) without particulate trap from VIN W0L0SDL0876116964,M5,1248,Diesel,0.119,http://www.vcacarfueldata.org.uk/downloads/latest.asp 10 May 2007,1.15*value*user_distance_km
VAUXHALL,Corsa MY2007 3 Door Hatchback,1.3CDTi 90PS with particulate trap,M6,1248,Diesel,0.124,http://www.vcacarfueldata.org.uk/downloads/latest.asp 27 March 2007,1.15*value*user_distance_km
VAUXHALL,Corsa MY2007 3 Door Hatchback,1.3CDTi 90PS without particulate trap,M6,1248,Diesel,0.124,http://www.vcacarfueldata.org.uk/downloads/latest.asp 27 March 2007,1.15*value*user_distance_km
VAUXHALL,Corsa MY2007 3 Door Hatchback,1.7CDTi 125PS,M6,1686,Diesel,0.130,http://www.vcacarfueldata.org.uk/downloads/latest.asp 27 March 2007,1.15*value*user_distance_km
VAUXHALL,Corsa MY2007 3 Door Hatchback,1.0i 12v,M5,998,Petrol,0.134,http://www.vcacarfueldata.org.uk/downloads/latest.asp 16 October 2006,1.15*value*user_distance_km
VAUXHALL,Corsa MY2007 3 Door Hatchback,1.2i 16v with close ratio gearbox,M5,1229,Petrol,0.146,http://www.vcacarfueldata.org.uk/downloads/latest.asp 16 October 2006,1.15*value*user_distance_km
VAUXHALL,Corsa MY2007 3 Door Hatchback,1.2i 16v with wide ratio gearbox,M5,1229,Petrol,0.139,http://www.vcacarfueldata.org.uk/downloads/latest.asp 16 October 2006,1.15*value*user_distance_km
VAUXHALL,Corsa MY2007 3 Door Hatchback,1.2i 16v,MTA5,1229,Petrol,0.137,http://www.vcacarfueldata.org.uk/downloads/latest.asp 16 October 2006,1.15*value*user_distance_km
VAUXHALL,Corsa MY2007 3 Door Hatchback,1.4i 16v with close ratio gearbox,M5,1364,Petrol,0.149,http://www.vcacarfueldata.org.uk/downloads/latest.asp 16 October 2006,1.15*value*user_distance_km
VAUXHALL,Corsa MY2007 3 Door Hatchback,1.4i 16v with wide ratio gearbox,M5,1364,Petrol,0.142,http://www.vcacarfueldata.org.uk/downloads/latest.asp 16 October 2006,1.15*value*user_distance_km
VAUXHALL,Corsa MY2007 3 Door Hatchback,1.4i 16v with air conditioning,A4,1364,Petrol,0.166,http://www.vcacarfueldata.org.uk/downloads/latest.asp 16 October 2006,1.15*value*user_distance_km
VAUXHALL,Corsa MY2007 3 Door Hatchback,1.4i 16v without air conditioning,A4,1364,Petrol,0.163,http://www.vcacarfueldata.org.uk/downloads/latest.asp 16 October 2006,1.15*value*user_distance_km
VAUXHALL,Corsa MY2007 3 Door Hatchback,1.6i 16v Turbo VXR,M6,1598,Petrol,0.190,http://www.vcacarfueldata.org.uk/downloads/latest.asp 04 May 2007,1.15*value*user_distance_km
VAUXHALL,Corsa MY2007 5 Door Hatchback,1.3CDTi 75PS with particulate trap,M5,1248,Diesel,0.124,http://www.vcacarfueldata.org.uk/downloads/latest.asp 27 March 2007,1.15*value*user_distance_km
VAUXHALL,Corsa MY2007 5 Door Hatchback,1.3CDTi 75PS without particulate trap,M5,1248,Diesel,0.124,http://www.vcacarfueldata.org.uk/downloads/latest.asp 27 March 2007,1.15*value*user_distance_km
VAUXHALL,Corsa MY2007 5 Door Hatchback,1.3CDTi (75PS) without particulate trap from VIN W0L0SDL6874308743,M5,1248,Diesel,0.119,http://www.vcacarfueldata.org.uk/downloads/latest.asp 10 May 2007,1.15*value*user_distance_km
VAUXHALL,Corsa MY2007 5 Door Hatchback,1.3CDTi 90PS with particulate trap,M6,1248,Diesel,0.124,http://www.vcacarfueldata.org.uk/downloads/latest.asp 27 March 2007,1.15*value*user_distance_km
VAUXHALL,Corsa MY2007 5 Door Hatchback,1.3CDTi 90PS without particulate trap,M6,1248,Diesel,0.124,http://www.vcacarfueldata.org.uk/downloads/latest.asp 27 March 2007,1.15*value*user_distance_km
VAUXHALL,Corsa MY2007 5 Door Hatchback,1.7CDTi 125PS,M6,1686,Diesel,0.132,http://www.vcacarfueldata.org.uk/downloads/latest.asp 27 March 2007,1.15*value*user_distance_km
VAUXHALL,Corsa MY2007 5 Door Hatchback,1.0i 12v,M5,998,Petrol,0.134,http://www.vcacarfueldata.org.uk/downloads/latest.asp 16 October 2006,1.15*value*user_distance_km
VAUXHALL,Corsa MY2007 5 Door Hatchback,1.2i 16v with close ratio gearbox,M5,1229,Petrol,0.146,http://www.vcacarfueldata.org.uk/downloads/latest.asp 16 October 2006,1.15*value*user_distance_km
VAUXHALL,Corsa MY2007 5 Door Hatchback,1.2i 16v with wide ratio gearbox,M5,1229,Petrol,0.139,http://www.vcacarfueldata.org.uk/downloads/latest.asp 16 October 2006,1.15*value*user_distance_km
VAUXHALL,Corsa MY2007 5 Door Hatchback,1.2i 16v,MTA5,1229,Petrol,0.137,http://www.vcacarfueldata.org.uk/downloads/latest.asp 16 October 2006,1.15*value*user_distance_km
VAUXHALL,Corsa MY2007 5 Door Hatchback,1.4i 16v,A4,1364,Petrol,0.166,http://www.vcacarfueldata.org.uk/downloads/latest.asp 16 October 2006,1.15*value*user_distance_km
VAUXHALL,Corsa MY2007 5 Door Hatchback,1.4i 16v with close ratio gearbox,M5,1364,Petrol,0.149,http://www.vcacarfueldata.org.uk/downloads/latest.asp 16 October 2006,1.15*value*user_distance_km
VAUXHALL,Corsa MY2007 5 Door Hatchback,1.4i 16v with wide ratio gearbox,M5,1364,Petrol,0.142,http://www.vcacarfueldata.org.uk/downloads/latest.asp 16 October 2006,1.15*value*user_distance_km
VAUXHALL,Meriva MY2006,1.3CDTi 5 Door MPV,M5,1248,Diesel,0.135,http://www.vcacarfueldata.org.uk/downloads/latest.asp 01 March 2006,1.15*value*user_distance_km
VAUXHALL,Meriva MY2006,1.7CDTi 16v 5 Door MPV,M5,1686,Diesel,0.143,http://www.vcacarfueldata.org.uk/downloads/latest.asp 24 February 2006,1.15*value*user_distance_km
VAUXHALL,Meriva MY2006,1.4i 16v 5 Door MPV,M5,1364,Petrol,0.154,http://www.vcacarfueldata.org.uk/downloads/latest.asp 24 February 2006,1.15*value*user_distance_km
VAUXHALL,Meriva MY2006,1.6i 16v 5 Door MPV,M5,1598,Petrol,0.175,http://www.vcacarfueldata.org.uk/downloads/latest.asp 24 February 2006,1.15*value*user_distance_km
VAUXHALL,Meriva MY2006,1.6i 16v 5 Door MPV,MTA5,1598,Petrol,0.173,http://www.vcacarfueldata.org.uk/downloads/latest.asp 24 February 2006,1.15*value*user_distance_km
VAUXHALL,Meriva MY2006,1.6 Turbo VXR 5 Door MPV,M6,1598,Petrol,0.187,http://www.vcacarfueldata.org.uk/downloads/latest.asp 17 March 2006,1.15*value*user_distance_km
VAUXHALL,Meriva MY2006,1.8i 16v 5 Door MPV,M5,1796,Petrol,0.190,http://www.vcacarfueldata.org.uk/downloads/latest.asp 24 February 2006,1.15*value*user_distance_km
VAUXHALL,Meriva MY2006,1.8i 16v 5 Door MPV,MTA5,1796,Petrol,0.187,http://www.vcacarfueldata.org.uk/downloads/latest.asp 24 February 2006,1.15*value*user_distance_km
VAUXHALL,Meriva MY2007,1.7CDTi 16v 5 Door MPV,M5,1686,Diesel,0.140,http://www.vcacarfueldata.org.uk/downloads/latest.asp 26 February 2007,1.15*value*user_distance_km
VAUXHALL,Meriva MY2007,1.3CDTi 16v 5 Door MPV,M5,1248,Diesel,0.135,http://www.vcacarfueldata.org.uk/downloads/latest.asp 26 February 2007,1.15*value*user_distance_km
VAUXHALL,Meriva MY2007,1.4i 16v 5 Door MPV,M5,1364,Petrol,0.154,http://www.vcacarfueldata.org.uk/downloads/latest.asp 26 February 2007,1.15*value*user_distance_km
VAUXHALL,Meriva MY2007,1.6i 16v 5 Door MPV,M5,1598,Petrol,0.161,http://www.vcacarfueldata.org.uk/downloads/latest.asp 26 February 2007,1.15*value*user_distance_km
VAUXHALL,Meriva MY2007,1.6i 16v 5 Door MPV,MTA,1598,Petrol,0.161,http://www.vcacarfueldata.org.uk/downloads/latest.asp 26 February 2007,1.15*value*user_distance_km
VAUXHALL,Meriva MY2007,1.6i 16v Turbo 180PS 5 Door MPV,M6,1598,Petrol,0.187,http://www.vcacarfueldata.org.uk/downloads/latest.asp 27 March 2007,1.15*value*user_distance_km
VAUXHALL,Meriva MY2007,1.8i 16v 5 Door MPV,MTA,1796,Petrol,0.187,http://www.vcacarfueldata.org.uk/downloads/latest.asp 26 February 2007,1.15*value*user_distance_km
VAUXHALL,Meriva MY2007,1.8i 16v 5 Door MPV,M5,1796,Petrol,0.190,http://www.vcacarfueldata.org.uk/downloads/latest.asp 26 February 2007,1.15*value*user_distance_km
VAUXHALL,Movano MY2007,2.5CDTi 100PS SWB 2.8T 9 Seat Combi,M6,2464,Diesel,0.230,http://www.vcacarfueldata.org.uk/downloads/latest.asp 26 February 2007,1.15*value*user_distance_km
VAUXHALL,New Astra MY2006,1.9CDTi 150PS 2 Door Convertible Twin Top,M6,1910,Diesel,0.165,http://www.vcacarfueldata.org.uk/downloads/latest.asp 16 October 2006,1.15*value*user_distance_km
VAUXHALL,New Astra MY2006,1.7CDTi 16v 3 Door Hatchback,M5,1686,Diesel,0.138,http://www.vcacarfueldata.org.uk/downloads/latest.asp 24 February 2006,1.15*value*user_distance_km
VAUXHALL,New Astra MY2006,"1.9CDTi 3 Door Hatchback with 16""/17"" tyre",M6,1910,Diesel,0.162,http://www.vcacarfueldata.org.uk/downloads/latest.asp 24 February 2006,1.15*value*user_distance_km
VAUXHALL,New Astra MY2006,"1.9CDTi 3 Door Hatchback with 18"" tyre",M6,1910,Diesel,0.157,http://www.vcacarfueldata.org.uk/downloads/latest.asp 24 February 2006,1.15*value*user_distance_km
VAUXHALL,New Astra MY2006,1.3CDTi 16v 90PS 5 Door Hatchback,M6,1248,Diesel,0.130,http://www.vcacarfueldata.org.uk/downloads/latest.asp 24 February 2006,1.15*value*user_distance_km
VAUXHALL,New Astra MY2006,"1.7CDTi 16v 5 Door Hatchback with 15"" tyre",M5,1686,Diesel,0.135,http://www.vcacarfueldata.org.uk/downloads/latest.asp 24 February 2006,1.15*value*user_distance_km
VAUXHALL,New Astra MY2006,"1.7CDTi 16v 5 Door Hatchback with 16""/17"" tyre",M5,1686,Diesel,0.138,http://www.vcacarfueldata.org.uk/downloads/latest.asp 24 February 2006,1.15*value*user_distance_km
VAUXHALL,New Astra MY2006,1.9CDTi 5 Door Hatchback,A6,1910,Diesel,0.192,http://www.vcacarfueldata.org.uk/downloads/latest.asp 24 February 2006,1.15*value*user_distance_km
VAUXHALL,New Astra MY2006,"1.9CDTi 5 Door Hatchback with 16""/17"" tyre with Z19DT engine",M6,1910,Diesel,0.162,http://www.vcacarfueldata.org.uk/downloads/latest.asp 24 February 2006,1.15*value*user_distance_km
VAUXHALL,New Astra MY2006,"1.9CDTi 5 Door Hatchback with 16""/17"" tyre with Z19DTJ engine",M6,1910,Diesel,0.157,http://www.vcacarfueldata.org.uk/downloads/latest.asp 24 February 2006,1.15*value*user_distance_km
VAUXHALL,New Astra MY2006,"1.9CDTi 5 Door Hatchback with 18"" tyre and Z19DTH engine",M6,1910,Diesel,0.157,http://www.vcacarfueldata.org.uk/downloads/latest.asp 24 February 2006,1.15*value*user_distance_km
VAUXHALL,New Astra MY2006,1.3CDTi 16v 90PS 5 Door Estate,M6,1248,Diesel,0.130,http://www.vcacarfueldata.org.uk/downloads/latest.asp 24 February 2006,1.15*value*user_distance_km
VAUXHALL,New Astra MY2006,"1.7CDTi 16v 5 Door Estate with 15"" tyre",M5,1686,Diesel,0.135,http://www.vcacarfueldata.org.uk/downloads/latest.asp 24 February 2006,1.15*value*user_distance_km
VAUXHALL,New Astra MY2006,"1.7CDTi 16v 5 Door Estate with 16""/17"" tyre",M5,1686,Diesel,0.138,http://www.vcacarfueldata.org.uk/downloads/latest.asp 24 February 2006,1.15*value*user_distance_km
VAUXHALL,New Astra MY2006,1.9CDTI 5 Door Estate,A6,1910,Diesel,0.192,http://www.vcacarfueldata.org.uk/downloads/latest.asp 24 February 2006,1.15*value*user_distance_km
VAUXHALL,New Astra MY2006,"1.9CDTI 5 Door Estate with 16""/17"" tyre with DPF",M6,1910,Diesel,0.165,http://www.vcacarfueldata.org.uk/downloads/latest.asp 16 October 2006,1.15*value*user_distance_km
VAUXHALL,New Astra MY2006,"1.9CDTi 5 Door Estate with 16""/17"" tyre without DPF",M6,1910,Diesel,0.159,http://www.vcacarfueldata.org.uk/downloads/latest.asp 16 October 2006,1.15*value*user_distance_km
VAUXHALL,New Astra MY2006,1.6i 16v 2 Door Convertible Twin Top,M5,1598,Petrol,0.168,http://www.vcacarfueldata.org.uk/downloads/latest.asp 17 May 2006,1.15*value*user_distance_km
VAUXHALL,New Astra MY2006,1.8i 16v 2 Door Convertible Twin Top,M5,1796,Petrol,0.185,http://www.vcacarfueldata.org.uk/downloads/latest.asp 23 May 2006,1.15*value*user_distance_km
VAUXHALL,New Astra MY2006,2.0i 16v Turbo 2 Door Convertible Twin Top,M6,1998,Petrol,0.228,http://www.vcacarfueldata.org.uk/downloads/latest.asp 17 May 2006,1.15*value*user_distance_km
VAUXHALL,New Astra MY2006,1.4i 16v 3 Door Hatchback,M5,1364,Petrol,0.151,http://www.vcacarfueldata.org.uk/downloads/latest.asp 24 February 2006,1.15*value*user_distance_km
VAUXHALL,New Astra MY2006,"1.6i 16v 3 Door Hatchback with 15""/16"" tyre",M5,1598,Petrol,0.158,http://www.vcacarfueldata.org.uk/downloads/latest.asp 24 February 2006,1.15*value*user_distance_km
VAUXHALL,New Astra MY2006,"1.6i 16v 3 Door Hatchback with 15""/16"" tyre",MTA5,1598,Petrol,0.156,http://www.vcacarfueldata.org.uk/downloads/latest.asp 24 February 2006,1.15*value*user_distance_km
VAUXHALL,New Astra MY2006,"1.6i 16v 3 Door Hatchback with 17"" tyre",M5,1598,Petrol,0.163,http://www.vcacarfueldata.org.uk/downloads/latest.asp 24 February 2006,1.15*value*user_distance_km
VAUXHALL,New Astra MY2006,"1.6i 16v 3 Door Hatchback with 17"" tyre",MTA5,1598,Petrol,0.161,http://www.vcacarfueldata.org.uk/downloads/latest.asp 24 February 2006,1.15*value*user_distance_km
VAUXHALL,New Astra MY2006,"1.8i 16v 3 Door Hatchback with 15""/16"" tyre",A4,1796,Petrol,0.194,http://www.vcacarfueldata.org.uk/downloads/latest.asp 24 February 2006,1.15*value*user_distance_km
VAUXHALL,New Astra MY2006,"1.8i 16v 3 Door Hatchback with 15""/16"" tyre",M5,1796,Petrol,0.185,http://www.vcacarfueldata.org.uk/downloads/latest.asp 24 February 2006,1.15*value*user_distance_km
VAUXHALL,New Astra MY2006,"1.8i 16v 3 Door Hatchback with 17"" tyre",A4,1796,Petrol,0.199,http://www.vcacarfueldata.org.uk/downloads/latest.asp 24 February 2006,1.15*value*user_distance_km
VAUXHALL,New Astra MY2006,"1.8i 16v 3 Door Hatchback with 17"" tyre",M5,1796,Petrol,0.190,http://www.vcacarfueldata.org.uk/downloads/latest.asp 24 February 2006,1.15*value*user_distance_km
VAUXHALL,New Astra MY2006,2.0i 16v Turbo 170PS 3 Door Hatchback,M6,1998,Petrol,0.216,http://www.vcacarfueldata.org.uk/downloads/latest.asp 24 February 2006,1.15*value*user_distance_km
VAUXHALL,New Astra MY2006,2.0i 16v Turbo 240PS VXR 3 Door Hatchback,M6,1998,Petrol,0.221,http://www.vcacarfueldata.org.uk/downloads/latest.asp 24 February 2006,1.15*value*user_distance_km
VAUXHALL,New Astra MY2006,1.4i 16v 5 Door Hatchback,M5,1364,Petrol,0.151,http://www.vcacarfueldata.org.uk/downloads/latest.asp 24 February 2006,1.15*value*user_distance_km
VAUXHALL,New Astra MY2006,1.6i 16v 5 Door Hatchback,MTA5,1598,Petrol,0.156,http://www.vcacarfueldata.org.uk/downloads/latest.asp 24 February 2006,1.15*value*user_distance_km
VAUXHALL,New Astra MY2006,"1.6i 16v 5 Door Hatchback with 15""/16"" tyre",M5,1598,Petrol,0.158,http://www.vcacarfueldata.org.uk/downloads/latest.asp 24 February 2006,1.15*value*user_distance_km
VAUXHALL,New Astra MY2006,"1.6i 16v 5 Door Hatchback with 17"" tyre",M5,1598,Petrol,0.163,http://www.vcacarfueldata.org.uk/downloads/latest.asp 24 February 2006,1.15*value*user_distance_km
VAUXHALL,New Astra MY2006,"1.6i 16v 5 Door Hatchback with 18"" tyre",M5,1598,Petrol,0.163,http://www.vcacarfueldata.org.uk/downloads/latest.asp 24 February 2006,1.15*value*user_distance_km
VAUXHALL,New Astra MY2006,"1.8i 16v 5 Door Hatchback with 15""/16"" tyre",A4,1796,Petrol,0.197,http://www.vcacarfueldata.org.uk/downloads/latest.asp 24 February 2006,1.15*value*user_distance_km
VAUXHALL,New Astra MY2006,"1.8i 16v 5 Door Hatchback with 15""/16"" tyre",M5,1796,Petrol,0.185,http://www.vcacarfueldata.org.uk/downloads/latest.asp 24 February 2006,1.15*value*user_distance_km
VAUXHALL,New Astra MY2006,"1.8i 16v 5 Door Hatchback with 17"" tyre",A4,1796,Petrol,0.202,http://www.vcacarfueldata.org.uk/downloads/latest.asp 24 February 2006,1.15*value*user_distance_km
VAUXHALL,New Astra MY2006,"1.8i 16v 5 Door Hatchback with 17"" tyre",M5,1796,Petrol,0.190,http://www.vcacarfueldata.org.uk/downloads/latest.asp 24 February 2006,1.15*value*user_distance_km
VAUXHALL,New Astra MY2006,"1.8i 16v 5 Door Hatchback with 18"" tyre",M5,1796,Petrol,0.190,http://www.vcacarfueldata.org.uk/downloads/latest.asp 24 February 2006,1.15*value*user_distance_km
VAUXHALL,New Astra MY2006,"2.0i 16v Turbo 170PS 5 Door Hatchback with 16""/17"" tyre",M6,1998,Petrol,0.216,http://www.vcacarfueldata.org.uk/downloads/latest.asp 24 February 2006,1.15*value*user_distance_km
VAUXHALL,New Astra MY2006,"2.0i 16v Turbo 200PS 5 Door Hatchback with 18"" tyre",M6,1998,Petrol,0.223,http://www.vcacarfueldata.org.uk/downloads/latest.asp 24 February 2006,1.15*value*user_distance_km
VAUXHALL,New Astra MY2006,1.4i 16v 5 Door Estate,M5,1364,Petrol,0.151,http://www.vcacarfueldata.org.uk/downloads/latest.asp 24 February 2006,1.15*value*user_distance_km
